UNIT,YEAR,SEX,RACE,AGE,ESTIMATE
"Deaths per 100,000 resident population, crude",1993,Female,American Indian or Alaska Native,15-24 years,10.5
"Deaths per 100,000 resident population, crude",1996,Female,American Indian or Alaska Native,15-24 years,9.4
"Deaths per 100,000 resident population, crude",2002,Female,American Indian or Alaska Native,15-24 years,7.1
"Deaths per 100,000 resident population, crude",2003,Female,American Indian or Alaska Native,15-24 years,7.8
"Deaths per 100,000 resident population, crude",2004,Female,American Indian or Alaska Native,15-24 years,9.8
"Deaths per 100,000 resident population, crude",2005,Female,American Indian or Alaska Native,15-24 years,9.1
"Deaths per 100,000 resident population, crude",2006,Female,American Indian or Alaska Native,15-24 years,7.9
"Deaths per 100,000 resident population, crude",2007,Female,American Indian or Alaska Native,15-24 years,6.7
"Deaths per 100,000 resident population, crude",2008,Female,American Indian or Alaska Native,15-24 years,8.6
"Deaths per 100,000 resident population, crude",2009,Female,American Indian or Alaska Native,15-24 years,11.1
"Deaths per 100,000 resident population, crude",2010,Female,American Indian or Alaska Native,15-24 years,10.4
"Deaths per 100,000 resident population, crude",2011,Female,American Indian or Alaska Native,15-24 years,7.1
"Deaths per 100,000 resident population, crude",2012,Female,American Indian or Alaska Native,15-24 years,9.7
"Deaths per 100,000 resident population, crude",2013,Female,American Indian or Alaska Native,15-24 years,9.4
"Deaths per 100,000 resident population, crude",2014,Female,American Indian or Alaska Native,15-24 years,9.6
"Deaths per 100,000 resident population, crude",2015,Female,American Indian or Alaska Native,15-24 years,11.7
"Deaths per 100,000 resident population, crude",2016,Female,American Indian or Alaska Native,15-24 years,11.8
"Deaths per 100,000 resident population, crude",2017,Female,American Indian or Alaska Native,15-24 years,12.1
"Deaths per 100,000 resident population, crude",2018,Female,American Indian or Alaska Native,15-24 years,10.2
"Deaths per 100,000 resident population, crude",1980,Female,American Indian or Alaska Native,25-44 years,10.7
"Deaths per 100,000 resident population, crude",1988,Female,American Indian or Alaska Native,25-44 years,6.9
"Deaths per 100,000 resident population, crude",1991,Female,American Indian or Alaska Native,25-44 years,5.8
"Deaths per 100,000 resident population, crude",1992,Female,American Indian or Alaska Native,25-44 years,5.6
"Deaths per 100,000 resident population, crude",1993,Female,American Indian or Alaska Native,25-44 years,6.6
"Deaths per 100,000 resident population, crude",1995,Female,American Indian or Alaska Native,25-44 years,6.4
"Deaths per 100,000 resident population, crude",1996,Female,American Indian or Alaska Native,25-44 years,8
"Deaths per 100,000 resident population, crude",1997,Female,American Indian or Alaska Native,25-44 years,5.6
"Deaths per 100,000 resident population, crude",1998,Female,American Indian or Alaska Native,25-44 years,6.8
"Deaths per 100,000 resident population, crude",1999,Female,American Indian or Alaska Native,25-44 years,6.8
"Deaths per 100,000 resident population, crude",2000,Female,American Indian or Alaska Native,25-44 years,7.2
"Deaths per 100,000 resident population, crude",2001,Female,American Indian or Alaska Native,25-44 years,6
"Deaths per 100,000 resident population, crude",2002,Female,American Indian or Alaska Native,25-44 years,5.4
"Deaths per 100,000 resident population, crude",2003,Female,American Indian or Alaska Native,25-44 years,4.3
"Deaths per 100,000 resident population, crude",2004,Female,American Indian or Alaska Native,25-44 years,8.9
"Deaths per 100,000 resident population, crude",2005,Female,American Indian or Alaska Native,25-44 years,6.6
"Deaths per 100,000 resident population, crude",2006,Female,American Indian or Alaska Native,25-44 years,6.9
"Deaths per 100,000 resident population, crude",2007,Female,American Indian or Alaska Native,25-44 years,5.8
"Deaths per 100,000 resident population, crude",2008,Female,American Indian or Alaska Native,25-44 years,6.2
"Deaths per 100,000 resident population, crude",2009,Female,American Indian or Alaska Native,25-44 years,7.5
"Deaths per 100,000 resident population, crude",2010,Female,American Indian or Alaska Native,25-44 years,7.4
"Deaths per 100,000 resident population, crude",2011,Female,American Indian or Alaska Native,25-44 years,7.8
"Deaths per 100,000 resident population, crude",2012,Female,American Indian or Alaska Native,25-44 years,6.6
"Deaths per 100,000 resident population, crude",2013,Female,American Indian or Alaska Native,25-44 years,7.5
"Deaths per 100,000 resident population, crude",2014,Female,American Indian or Alaska Native,25-44 years,9.7
"Deaths per 100,000 resident population, crude",2015,Female,American Indian or Alaska Native,25-44 years,8.8
"Deaths per 100,000 resident population, crude",2016,Female,American Indian or Alaska Native,25-44 years,10.7
"Deaths per 100,000 resident population, crude",2017,Female,American Indian or Alaska Native,25-44 years,12.1
"Deaths per 100,000 resident population, crude",2018,Female,American Indian or Alaska Native,25-44 years,10.8
"Deaths per 100,000 resident population, crude",2008,Female,American Indian or Alaska Native,45-64 years,6.5
"Deaths per 100,000 resident population, crude",2009,Female,American Indian or Alaska Native,45-64 years,5.9
"Deaths per 100,000 resident population, crude",2010,Female,American Indian or Alaska Native,45-64 years,6.2
"Deaths per 100,000 resident population, crude",2011,Female,American Indian or Alaska Native,45-64 years,5.8
"Deaths per 100,000 resident population, crude",2013,Female,American Indian or Alaska Native,45-64 years,6.6
"Deaths per 100,000 resident population, crude",2015,Female,American Indian or Alaska Native,45-64 years,6.9
"Deaths per 100,000 resident population, crude",2016,Female,American Indian or Alaska Native,45-64 years,4.1
"Deaths per 100,000 resident population, crude",2017,Female,American Indian or Alaska Native,45-64 years,5.2
"Deaths per 100,000 resident population, crude",1985,Female,Asian or Pacific Islander,15-24 years,5.8
"Deaths per 100,000 resident population, crude",1989,Female,Asian or Pacific Islander,15-24 years,4.2
"Deaths per 100,000 resident population, crude",1990,Female,Asian or Pacific Islander,15-24 years,3.9
"Deaths per 100,000 resident population, crude",1992,Female,Asian or Pacific Islander,15-24 years,5.4
"Deaths per 100,000 resident population, crude",1993,Female,Asian or Pacific Islander,15-24 years,4.7
"Deaths per 100,000 resident population, crude",1994,Female,Asian or Pacific Islander,15-24 years,5.4
"Deaths per 100,000 resident population, crude",1995,Female,Asian or Pacific Islander,15-24 years,4.8
"Deaths per 100,000 resident population, crude",1996,Female,Asian or Pacific Islander,15-24 years,2.8
"Deaths per 100,000 resident population, crude",1997,Female,Asian or Pacific Islander,15-24 years,4.3
"Deaths per 100,000 resident population, crude",1998,Female,Asian or Pacific Islander,15-24 years,2.5
"Deaths per 100,000 resident population, crude",1999,Female,Asian or Pacific Islander,15-24 years,4
"Deaths per 100,000 resident population, crude",2000,Female,Asian or Pacific Islander,15-24 years,2.7
"Deaths per 100,000 resident population, crude",2001,Female,Asian or Pacific Islander,15-24 years,3.4
"Deaths per 100,000 resident population, crude",2003,Female,Asian or Pacific Islander,15-24 years,3.1
"Deaths per 100,000 resident population, crude",2004,Female,Asian or Pacific Islander,15-24 years,2.6
"Deaths per 100,000 resident population, crude",2005,Female,Asian or Pacific Islander,15-24 years,3.2
"Deaths per 100,000 resident population, crude",2006,Female,Asian or Pacific Islander,15-24 years,3.5
"Deaths per 100,000 resident population, crude",2007,Female,Asian or Pacific Islander,15-24 years,3.2
"Deaths per 100,000 resident population, crude",2008,Female,Asian or Pacific Islander,15-24 years,3.9
"Deaths per 100,000 resident population, crude",2009,Female,Asian or Pacific Islander,15-24 years,4.4
"Deaths per 100,000 resident population, crude",2010,Female,Asian or Pacific Islander,15-24 years,3.5
"Deaths per 100,000 resident population, crude",2011,Female,Asian or Pacific Islander,15-24 years,3.1
"Deaths per 100,000 resident population, crude",2012,Female,Asian or Pacific Islander,15-24 years,5.5
"Deaths per 100,000 resident population, crude",2013,Female,Asian or Pacific Islander,15-24 years,3.6
"Deaths per 100,000 resident population, crude",2014,Female,Asian or Pacific Islander,15-24 years,4.1
"Deaths per 100,000 resident population, crude",2015,Female,Asian or Pacific Islander,15-24 years,4.9
"Deaths per 100,000 resident population, crude",2016,Female,Asian or Pacific Islander,15-24 years,6.3
"Deaths per 100,000 resident population, crude",2017,Female,Asian or Pacific Islander,15-24 years,6.3
"Deaths per 100,000 resident population, crude",2018,Female,Asian or Pacific Islander,15-24 years,6.8
"Deaths per 100,000 resident population, crude",1980,Female,Asian or Pacific Islander,25-44 years,5.4
"Deaths per 100,000 resident population, crude",1985,Female,Asian or Pacific Islander,25-44 years,4.2
"Deaths per 100,000 resident population, crude",1988,Female,Asian or Pacific Islander,25-44 years,4.2
"Deaths per 100,000 resident population, crude",1989,Female,Asian or Pacific Islander,25-44 years,4.6
"Deaths per 100,000 resident population, crude",1990,Female,Asian or Pacific Islander,25-44 years,3.8
"Deaths per 100,000 resident population, crude",1991,Female,Asian or Pacific Islander,25-44 years,4
"Deaths per 100,000 resident population, crude",1992,Female,Asian or Pacific Islander,25-44 years,4
"Deaths per 100,000 resident population, crude",1993,Female,Asian or Pacific Islander,25-44 years,4.4
"Deaths per 100,000 resident population, crude",1994,Female,Asian or Pacific Islander,25-44 years,4
"Deaths per 100,000 resident population, crude",1995,Female,Asian or Pacific Islander,25-44 years,3.6
"Deaths per 100,000 resident population, crude",1996,Female,Asian or Pacific Islander,25-44 years,4.3
"Deaths per 100,000 resident population, crude",1997,Female,Asian or Pacific Islander,25-44 years,3.4
"Deaths per 100,000 resident population, crude",1998,Female,Asian or Pacific Islander,25-44 years,3.8
"Deaths per 100,000 resident population, crude",1999,Female,Asian or Pacific Islander,25-44 years,3.8
"Deaths per 100,000 resident population, crude",2000,Female,Asian or Pacific Islander,25-44 years,3.3
"Deaths per 100,000 resident population, crude",2001,Female,Asian or Pacific Islander,25-44 years,2.8
"Deaths per 100,000 resident population, crude",2002,Female,Asian or Pacific Islander,25-44 years,3.3
"Deaths per 100,000 resident population, crude",2003,Female,Asian or Pacific Islander,25-44 years,3.4
"Deaths per 100,000 resident population, crude",2004,Female,Asian or Pacific Islander,25-44 years,4.1
"Deaths per 100,000 resident population, crude",2005,Female,Asian or Pacific Islander,25-44 years,3.3
"Deaths per 100,000 resident population, crude",2006,Female,Asian or Pacific Islander,25-44 years,3.2
"Deaths per 100,000 resident population, crude",2007,Female,Asian or Pacific Islander,25-44 years,4.3
"Deaths per 100,000 resident population, crude",2008,Female,Asian or Pacific Islander,25-44 years,4.5
"Deaths per 100,000 resident population, crude",2009,Female,Asian or Pacific Islander,25-44 years,3.9
"Deaths per 100,000 resident population, crude",2010,Female,Asian or Pacific Islander,25-44 years,4.1
"Deaths per 100,000 resident population, crude",2011,Female,Asian or Pacific Islander,25-44 years,4.3
"Deaths per 100,000 resident population, crude",2012,Female,Asian or Pacific Islander,25-44 years,3.9
"Deaths per 100,000 resident population, crude",2013,Female,Asian or Pacific Islander,25-44 years,3.7
"Deaths per 100,000 resident population, crude",2014,Female,Asian or Pacific Islander,25-44 years,4
"Deaths per 100,000 resident population, crude",2015,Female,Asian or Pacific Islander,25-44 years,4.5
"Deaths per 100,000 resident population, crude",2016,Female,Asian or Pacific Islander,25-44 years,3.7
"Deaths per 100,000 resident population, crude",2017,Female,Asian or Pacific Islander,25-44 years,4.1
"Deaths per 100,000 resident population, crude",2018,Female,Asian or Pacific Islander,25-44 years,4.3
"Deaths per 100,000 resident population, crude",1980,Female,Asian or Pacific Islander,45-64 years,7.9
"Deaths per 100,000 resident population, crude",1985,Female,Asian or Pacific Islander,45-64 years,5.4
"Deaths per 100,000 resident population, crude",1989,Female,Asian or Pacific Islander,45-64 years,5.3
"Deaths per 100,000 resident population, crude",1990,Female,Asian or Pacific Islander,45-64 years,5
"Deaths per 100,000 resident population, crude",1991,Female,Asian or Pacific Islander,45-64 years,5.5
"Deaths per 100,000 resident population, crude",1992,Female,Asian or Pacific Islander,45-64 years,4.9
"Deaths per 100,000 resident population, crude",1993,Female,Asian or Pacific Islander,45-64 years,4.5
"Deaths per 100,000 resident population, crude",1994,Female,Asian or Pacific Islander,45-64 years,5.2
"Deaths per 100,000 resident population, crude",1995,Female,Asian or Pacific Islander,45-64 years,4.7
"Deaths per 100,000 resident population, crude",1996,Female,Asian or Pacific Islander,45-64 years,5.1
"Deaths per 100,000 resident population, crude",1997,Female,Asian or Pacific Islander,45-64 years,4.2
"Deaths per 100,000 resident population, crude",1998,Female,Asian or Pacific Islander,45-64 years,4.2
"Deaths per 100,000 resident population, crude",1999,Female,Asian or Pacific Islander,45-64 years,3.8
"Deaths per 100,000 resident population, crude",2000,Female,Asian or Pacific Islander,45-64 years,3.2
"Deaths per 100,000 resident population, crude",2001,Female,Asian or Pacific Islander,45-64 years,3.8
"Deaths per 100,000 resident population, crude",2002,Female,Asian or Pacific Islander,45-64 years,3.8
"Deaths per 100,000 resident population, crude",2003,Female,Asian or Pacific Islander,45-64 years,4.2
"Deaths per 100,000 resident population, crude",2004,Female,Asian or Pacific Islander,45-64 years,4.4
"Deaths per 100,000 resident population, crude",2005,Female,Asian or Pacific Islander,45-64 years,3.7
"Deaths per 100,000 resident population, crude",2006,Female,Asian or Pacific Islander,45-64 years,4.1
"Deaths per 100,000 resident population, crude",2007,Female,Asian or Pacific Islander,45-64 years,3.9
"Deaths per 100,000 resident population, crude",2008,Female,Asian or Pacific Islander,45-64 years,3.7
"Deaths per 100,000 resident population, crude",2009,Female,Asian or Pacific Islander,45-64 years,4.7
"Deaths per 100,000 resident population, crude",2010,Female,Asian or Pacific Islander,45-64 years,4.7
"Deaths per 100,000 resident population, crude",2011,Female,Asian or Pacific Islander,45-64 years,4.6
"Deaths per 100,000 resident population, crude",2012,Female,Asian or Pacific Islander,45-64 years,4.3
"Deaths per 100,000 resident population, crude",2013,Female,Asian or Pacific Islander,45-64 years,3.9
"Deaths per 100,000 resident population, crude",2014,Female,Asian or Pacific Islander,45-64 years,4.2
"Deaths per 100,000 resident population, crude",2015,Female,Asian or Pacific Islander,45-64 years,5.2
"Deaths per 100,000 resident population, crude",2016,Female,Asian or Pacific Islander,45-64 years,4.5
"Deaths per 100,000 resident population, crude",2017,Female,Asian or Pacific Islander,45-64 years,4.2
"Deaths per 100,000 resident population, crude",2018,Female,Asian or Pacific Islander,45-64 years,4.8
"Deaths per 100,000 resident population, crude",1985,Female,Asian or Pacific Islander,65 years and over,13.6
"Deaths per 100,000 resident population, crude",1988,Female,Asian or Pacific Islander,65 years and over,11.4
"Deaths per 100,000 resident population, crude",1989,Female,Asian or Pacific Islander,65 years and over,9.8
"Deaths per 100,000 resident population, crude",1990,Female,Asian or Pacific Islander,65 years and over,8.5
"Deaths per 100,000 resident population, crude",1991,Female,Asian or Pacific Islander,65 years and over,8.8
"Deaths per 100,000 resident population, crude",1992,Female,Asian or Pacific Islander,65 years and over,7.8
"Deaths per 100,000 resident population, crude",1993,Female,Asian or Pacific Islander,65 years and over,8.7
"Deaths per 100,000 resident population, crude",1994,Female,Asian or Pacific Islander,65 years and over,6.6
"Deaths per 100,000 resident population, crude",1995,Female,Asian or Pacific Islander,65 years and over,8.6
"Deaths per 100,000 resident population, crude",1996,Female,Asian or Pacific Islander,65 years and over,8.3
"Deaths per 100,000 resident population, crude",1997,Female,Asian or Pacific Islander,65 years and over,8.8
"Deaths per 100,000 resident population, crude",1998,Female,Asian or Pacific Islander,65 years and over,7.2
"Deaths per 100,000 resident population, crude",1999,Female,Asian or Pacific Islander,65 years and over,6.4
"Deaths per 100,000 resident population, crude",2000,Female,Asian or Pacific Islander,65 years and over,5.2
"Deaths per 100,000 resident population, crude",2001,Female,Asian or Pacific Islander,65 years and over,4.9
"Deaths per 100,000 resident population, crude",2002,Female,Asian or Pacific Islander,65 years and over,6.9
"Deaths per 100,000 resident population, crude",2003,Female,Asian or Pacific Islander,65 years and over,4.7
"Deaths per 100,000 resident population, crude",2004,Female,Asian or Pacific Islander,65 years and over,6.5
"Deaths per 100,000 resident population, crude",2005,Female,Asian or Pacific Islander,65 years and over,6.9
"Deaths per 100,000 resident population, crude",2006,Female,Asian or Pacific Islander,65 years and over,7
"Deaths per 100,000 resident population, crude",2007,Female,Asian or Pacific Islander,65 years and over,5.3
"Deaths per 100,000 resident population, crude",2008,Female,Asian or Pacific Islander,65 years and over,5.8
"Deaths per 100,000 resident population, crude",2009,Female,Asian or Pacific Islander,65 years and over,4.8
"Deaths per 100,000 resident population, crude",2010,Female,Asian or Pacific Islander,65 years and over,4.3
"Deaths per 100,000 resident population, crude",2011,Female,Asian or Pacific Islander,65 years and over,5.1
"Deaths per 100,000 resident population, crude",2012,Female,Asian or Pacific Islander,65 years and over,5.3
"Deaths per 100,000 resident population, crude",2013,Female,Asian or Pacific Islander,65 years and over,3.3
"Deaths per 100,000 resident population, crude",2014,Female,Asian or Pacific Islander,65 years and over,5.2
"Deaths per 100,000 resident population, crude",2015,Female,Asian or Pacific Islander,65 years and over,5.2
"Deaths per 100,000 resident population, crude",2016,Female,Asian or Pacific Islander,65 years and over,4.7
"Deaths per 100,000 resident population, crude",2017,Female,Asian or Pacific Islander,65 years and over,5.3
"Deaths per 100,000 resident population, crude",2018,Female,Asian or Pacific Islander,65 years and over,3.5
"Deaths per 100,000 resident population, crude",2018,Male,White,15-24 years,24.6
"Deaths per 100,000 resident population, crude",2018,Male,White,25-44 years,31.1
"Deaths per 100,000 resident population, crude",2018,Male,White,45-64 years,35.7
"Deaths per 100,000 resident population, crude",2018,Male,White,65 years and over,36.3
"Deaths per 100,000 resident population, crude",2018,Male,White,75-84 years,41.2
"Deaths per 100,000 resident population, crude",2018,Male,White,85 years and over,52.1
"Deaths per 100,000 resident population, crude",2018,Male,Black or African American,15-24 years,16.8
"Deaths per 100,000 resident population, crude",2018,Male,Black or African American,25-44 years,18.8
"Deaths per 100,000 resident population, crude",2018,Male,Black or African American,45-64 years,11.4
"Deaths per 100,000 resident population, crude",2018,Male,Black or African American,45-64 years,16.3
"Deaths per 100,000 resident population, crude",2018,Male,Black or African American,65 years and over,8.8
"Deaths per 100,000 resident population, crude",2018,Male,Black or African American,65-74 years,7.7
"Deaths per 100,000 resident population, crude",2018,Male,Black or African American,75-84 years,10.9
"Deaths per 100,000 resident population, crude",2018,Male,American Indian or Alaska Native,15-24 years,37.5
"Deaths per 100,000 resident population, crude",2018,Male,American Indian or Alaska Native,25-44 years,34
"Deaths per 100,000 resident population, crude",2018,Female,White,15-24 years,6
"Deaths per 100,000 resident population, crude",2018,Female,White,25-44 years,9.1
"Deaths per 100,000 resident population, crude",2018,Female,White,45-64 years,11.5
"Deaths per 100,000 resident population, crude",2018,Female,White,65 years and over,5.9
"Deaths per 100,000 resident population, crude",2018,Female,Black or African American,15-24 years,4.2
"Deaths per 100,000 resident population, crude",2018,Female,Black or African American,25-44 years,4.2
"Deaths per 100,000 resident population, crude",2018,Female,Black or African American,45-64 years,3
"Deaths per 100,000 resident population, crude",2018,Female,Black or African American,45-64 years,5.3
"Deaths per 100,000 resident population, crude",2018,Female,Black or African American,65 years and over,1.3
"Deaths per 100,000 resident population, crude",2018,Female,American Indian or Alaska Native,15-24 years,11
"Deaths per 100,000 resident population, crude",2018,Female,American Indian or Alaska Native,25-44 years,11.7
